FAO_commodity,pooled_commodity,ISSCAAP_division,ISSCAAP_group,group_for_pairing,exvessel_estimated
"Amberjacks, frozen",Amberjacks,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Atlantic mackerel prepared or preserved, not minced",Atlantic mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Atlantic mackerel, fresh or chilled",Atlantic mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Atlantic mackerel, frozen",Atlantic mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Blue mackerel, frozen",Blue mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Bluefish, frozen",Bluefish,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
Capelin meal,Capelin,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Capelin roes, frozen",Capelin,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Capelin, fresh or chilled",Capelin,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Capelin, frozen",Capelin,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Chub mackerel prepared or preserved, not minced",Chub mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Chub mackerel prepared or preserved, not minced, in brine",Chub mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Chub mackerel prepared or preserved, not minced, in oil",Chub mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Chub mackerel prepared or preserved, not minced, in tomato sauce",Chub mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Chub mackerel, fresh or chilled",Chub mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Chub mackerel, frozen",Chub mackerel,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Cobia, fresh or chilled",Cobia,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Cobia, frozen",Cobia,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Dolphinfishes, fresh or chilled",Dolphinfishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Dolphinfishes, frozen",Dolphinfishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Flying fish, fillets, fresh or chilled",Flyingfishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Flyingfishes, fresh or chilled",Flyingfishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Flyingfishes, frozen",Flyingfishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Jack and horse mackerel prepared or preserved, not minced",Jack and horse mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Jack and horse mackerel, frozen",Jack and horse mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Jack and horse mackerels, fresh or chilled",Jack and horse mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerel fillets, frozen",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerel prepared or preserved, not minced, nei",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerel, dried, salted or in brine",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerel, dried, whether or not salted, but not smoked",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerel, minced, prepared or preserved",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerels nei, frozen",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerels nei, prep. or pres., not minced, in oil or in brine",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerels nei, salted or in brine",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerels, fillets, prepared or preserved",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerels, nei, fresh or chilled",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Mackerels, smoked",Mackerels,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Icefish, frozen",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish fillets, frozen, nei",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish meat, nei, frozen",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish nei, dried, whether or not salted",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish nei, fillets, dried, salted or in brine",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish nei, minced, prepared or preserved",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish nei, prep. or pres., not minced",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish, fillets, fresh or chilled, nei",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish, nei, fresh or chilled",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish, nei, frozen",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fish, nei, smoked",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes fillets nei, frozen",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes nei, minced, prepared or preserved",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes, fillets, fresh or chilled, nei",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes, nei, dried, salted or in brine",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes, nei, fresh or chilled",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes, nei, frozen",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes, nei, smoked",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagic fishes, salted or in brine, nei",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Miscellaneous pelagics nei, prep. or pres., not minced",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Pelagic fish meat, whether or not minced, fresh or chilled, nei",Misc. pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Pacific sauries prepared or preserved, not minced",Pacific sauries,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Pomfrets, ocean breams, fillets, frozen","Pomfrets, ocean breams",MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Pomfrets, ocean breams, fresh or chilled","Pomfrets, ocean breams",MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Pomfrets, ocean breams, frozen","Pomfrets, ocean breams",MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Pomfrets, ocean breams, meat, frozen","Pomfrets, ocean breams",MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Saury, dried, salted or in brine",Saury,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Saury, dried, whether or not salted, but not smoked",Saury,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Saury, fresh or chilled",Saury,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Saury, frozen",Saury,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Scads, frozen",Scads,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Catsharks, nursehounds, fresh or chilled","Catsharks, nursehounds",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Catsharks, nursehounds, frozen","Catsharks, nursehounds",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Dogfish (Squalidae), fresh or chilled",Dogfish (Squalidae),MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Dogfish (Squalidae), frozen",Dogfish (Squalidae),MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Dogfish (Squalidae) and catshark fillets, frozen",Dogfish (Squalidae) and catshark,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Porbeagle shark (Lamna nasus), fillets, frozen",Porbeagle shark (Lamna nasus),MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Porbeagle shark (Lamna nasus), fresh or chilled",Porbeagle shark (Lamna nasus),MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Porbeagle shark (Lamna nasus), frozen",Porbeagle shark (Lamna nasus),MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark  meat, frozen",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fillets nei, frozen",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fillets, fresh or chilled",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, dried, salted, etc.",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, dried, unsalted",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, dried, whether or not salted, etc.",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, fresh or chilled",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, frozen",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, prepared or preserved",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Shark fins, salted and in brine but not dried or smoked",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
Shark liver oil,Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
Shark oil,Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks nei, fresh or chilled",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks nei, frozen",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, dried, salted or in brine",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, dried, whether or not salted, but not smoked",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, fillets, dried, salted or in brine",Sharks,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Rays and skates (Rajidae), fresh or chilled","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Rays and skates (Rajidae), frozen","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Rays, chimaeras meat, frozen","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, chimaeras nei, frozen","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, chimaeras, smoked, nei","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled, nei","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, chimeras, dried, whether or not salted, nei","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, chimeras, salted or in brine, nei","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, etc., dried, salted or in brine","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks, rays, skates, fresh or chilled, nei","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks,rays,chimaeras, nei fillets fresh or chilled","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks,rays,chimaeras, skates, fillets,  frozen,  nei","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Sharks,rays,chimaeras, skates, nei fillets frozen","Sharks, rays, skates, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Skates, fresh or chilled",Skates,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Skates, frozen",Skates,MARINE FISHES,"Sharks, rays, chimaeras","Sharks, rays, chimaeras",1
"Albacore (=Longfin tuna), fresh or chilled",Albacore (=Longfin tuna),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Albacore (=Longfin tuna), frozen, nei",Albacore (=Longfin tuna),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Albacore (=Longfin tuna), gilled, gutted, frozen",Albacore (=Longfin tuna),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Albacore (=Longfin tuna), heads-off, etc., frozen",Albacore (=Longfin tuna),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Albacore (=Longfin tuna), prep. or pres., not minced, nei",Albacore (=Longfin tuna),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Albacore (=Longfin tuna), prepared or preserved, not minced, in oil",Albacore (=Longfin tuna),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Atlantic(Thunnus thynnus), Pacific(T.orientalis) bluefin tuna, live",Atlantic(Thunnus thynnus) and Pacific(Thunnus orientalis)bluefin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, fresh or chilled",Atlantic(Thunnus thynnus) and Pacific(Thunnus orientalis)bluefin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Atlantic(Thunnus thynnus) and Pacific(Thunnus orientalis)bluefin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bigeye tuna, fresh or chilled",Bigeye tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bigeye tuna, frozen, nei",Bigeye tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bigeye tuna, gilled, gutted, frozen",Bigeye tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bigeye tuna, heads-off, etc., frozen",Bigeye tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bonito (Sarda spp.), not minced, prepared or preserved, nei",Bonito,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bonito, dried, salted, or in brine",Bonito,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bonito, dried, whether or not salted, but not smoked",Bonito,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Bonito, frozen",Bonito,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Euthynnus exc. skipjack or stripe-bellied bonitos, frozen",Euthynnus excl. skipjack or stripe-bellied bonitos,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Euthynnus excl. skipjack or stripe-bellied bonitos, fresh or chilled",Euthynnus excl. skipjack or stripe-bellied bonitos,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Euthynnus excl. skipjack or stripe-bellied bonitos, frozen",Euthynnus excl. skipjack or stripe-bellied bonitos,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Euthynnus other than skipjack prep. or pres. not minced, nei",Euthynnus excl. skipjack or stripe-bellied bonitos,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Loins of Euthynnus other than skipjack, prep. or pres.",Euthynnus excl. skipjack or stripe-bellied bonitos,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Marlins, fresh or chilled",Marlins,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Marlins, frozen",Marlins,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Plain bonito prep. or pres., not minced",Plain bonito,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Plain bonito, frozen",Plain bonito,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack prepared or preserved, not minced, nei",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack tuna, fresh or chilled",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack tuna, frozen",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack tuna, gilled, gutted, frozen",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack tuna, heads-off, etc., frozen",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack tuna, smoked",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",Skipjack tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Southern bluefin tuna(Thunnus maccoyii),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Southern bluefin tuna(Thunnus maccoyii), frozen",Southern bluefin tuna(Thunnus maccoyii),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Southern bluefin tuna(Thunnus maccoyii), live",Southern bluefin tuna(Thunnus maccoyii),MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Spanish mackerel, fresh or chilled",Spanish mackerel,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Spanish mackerel, frozen",Spanish mackerel,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Swordfish fillets, fresh or chilled",Swordfish,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Swordfish fillets, frozen",Swordfish,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Swordfish meat, frozen",Swordfish,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Swordfish, fresh or chilled",Swordfish,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Swordfish, frozen",Swordfish,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Swordfish, meat, fresh or chilled",Swordfish,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tuna loins and fillets, fresh or chilled",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tuna loins and fillets, frozen",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tuna loins, prepared or preserved",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
Tuna meal,Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tuna meat, whether or not minced, frozen",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas nei, dried, unsalted",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas nei, frozen",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas nei, minced, prepared or preserved",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas nei, salted or in brine",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas nei, smoked",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas prepared or preserved, not minced, in airtight containers",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas prepared or preserved, not minced, in oil",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas prepared or preserved, not minced, nei",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas prepared or preserved, not minced, not in airtight containers",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, fresh or chilled, nei",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, gilled, gutted, frozen, nei",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, heads-off, etc., frozen, nei",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, meat, fresh or chilled",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, nei, dried, whether or not salted, but not smoked",Tunas,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes etc, fillets, frozen, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes fillets, fresh or chilled, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, etc., dried, whether or not salted, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, fillets, dried, salted or in brine, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, fresh or chilled, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, frozen, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, meat, fresh or chilled, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, salted or in brine, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Tunas, bonitos, billfishes, smoked, nei","Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Yellowfin tuna, fresh or chilled",Yellowfin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Yellowfin tuna, frozen, nei",Yellowfin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Yellowfin tuna, gilled, gutted, frozen",Yellowfin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
"Yellowfin tuna, heads-off, etc., frozen",Yellowfin tuna,MARINE FISHES,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",1
Jellyfish preparations,Jellyfish,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Jellyfish, dried, salted or in brine",Jellyfish,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Jellyfish, frozen",Jellyfish,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Jellyfish, live, fresh or chilled",Jellyfish,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Jellyfish, other than live, fresh or chilled",Jellyfish,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Jellyfish, other than prepared or preserved",Jellyfish,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
